bill_id,bill_type,subjects_top_term,cosponsors,num_cosponsors,num_support,enacted_as
hr4261-115,hr,Crime and law enforcement,"['B000574', 'B001275', 'C000714', 'C000984', 'C001107', 'F000466', 'G000580', 'J000032', 'J000255', 'L000587', 'L000584', 'N000002', 'N000147', 'R000606', 'Y000033']",15,16,0
hr1713-115,hr,Transportation and public works,"['M001177', 'P000609']",2,3,0
hr5175-115,hr,Energy,['L000565'],1,2,0
hr5949-115,hr,Transportation and public works,"['A000372', 'B001291', 'B000755', 'B001297', 'C001109', 'C001096', 'D000626', 'D000615', 'E000298', 'G000584', 'G000552', 'G000565', 'H001077', 'K000362', 'M001179', 'M001198', 'M001194', 'M001190', 'N000189', 'P000601', 'P000588', 'P000605', 'P000592', 'P000599', 'R000592', 'S001148', 'S001195', 'T000478', 'T000467', 'T000238', 'T000470', 'W000806', 'Y000065', 'Y000066']",34,35,0
hr3282-115,hr,Transportation and public works,"['A000374', 'A000372', 'B001299', 'B001301', 'B001295', 'B000755', 'B001290', 'B001284', 'C000266', 'C001109', 'C001077', 'C001108', 'C001062', 'C001096', 'C001048', 'C001114', 'D000614', 'E000298', 'F000464', 'F000448', 'G000580', 'G000584', 'G000552', 'G000565', 'G000560', 'G000568', 'G000576', 'H001053', 'H001056', 'H001077', 'H001058', 'H001073', 'J000290', 'J000292', 'J000299', 'K000376', 'K000362', 'K000387', 'L000573', 'L000585', 'L000578', 'L000491', 'L000569', 'M001158', 'M001179', 'M001198', 'M001184', 'M001157', 'N000184', 'N000190', 'O000168', 'P000588', 'P000605', 'P000258', 'P000599', 'R000592', 'S001189', 'S000244', 'S000250', 'S000364', 'S001195', 'S001199', 'S001187', 'T000478', 'T000467', 'T000238', 'T000462', 'T000470', 'V000129', 'W000813', 'W000814', 'W000815', 'W000804', 'Y000063', 'Y000066']",75,76,0
hr2350-115,hr,Commerce,[],0,1,0
hr2162-115,hr,Economics and public finance,"['C001087', 'S001199']",2,3,0
hr5347-115,hr,Public lands and natural resources,[],0,1,0
hr4295-115,hr,Immigration,"['A000372', 'B001273', 'B001274', 'C001053', 'D000615', 'D000533', 'F000448', 'G000552', 'G000576', 'M001177', 'S000583']",11,12,0
hr2506-115,hr,Armed forces and national security,"['B000490', 'B001227', 'E000296', 'F000449', 'G000551', 'J000255', 'K000009', 'K000382', 'R000606', 'R000583', 'S001196', 'T000467']",12,13,0
hr7074-115,hr,Public lands and natural resources,[],0,1,0
hr5723-115,hr,Health,"['D000617', 'M001180', 'R000586', 'S000051']",4,5,0
hr1383-115,hr,International affairs,"['D000628', 'M001198', 'T000477']",3,4,0
hr5511-115,hr,Health,[],0,1,0
hr2734-115,hr,Foreign trade and international finance,[],0,1,0
hr6394-115,hr,Agriculture and food,[],0,1,0
hr7246-115,hr,Water resources development,[],0,1,0
hr3847-115,hr,Native Americans,"['C001097', 'C001053', 'C001094', 'M001143', 'M001190', 'S001200', 'T000474', 'Y000033']",8,9,0
hr2995-115,hr,Energy,"['B001292', 'B000574', 'C001090', 'C001084', 'C001078', 'C001069', 'D000216', 'D000482', 'E000215', 'G000571', 'G000581', 'H001050', 'H001047', 'J000298', 'L000559', 'L000557', 'L000397', 'M001163', 'M000312', 'N000147', 'P000608', 'P000598', 'R000606', 'R000608', 'S001168', 'S000480', 'T000469', 'Y000062']",28,29,0
hr6509-115,hr,Housing and community development,"['G000551', 'J000032', 'K000386', 'L000559', 'L000562', 'M001143', 'M001206', 'N000147', 'T000472', 'V000131']",10,11,0
hr3249-115,hr,Crime and law enforcement,"['K000210', 'M001193']",2,3,1
hr5982-115,hr,Government operations and politics,[],0,1,0
hr4850-115,hr,Immigration,"['B001291', 'B001269', 'B001290', 'B001274', 'B001305', 'D000616', 'F000460', 'G000560', 'N000190', 'P000606', 'S000583']",11,12,0
hr4408-115,hr,Crime and law enforcement,['S001201'],1,2,0
hr1946-115,hr,Health,[],0,1,0
hr867-115,hr,Social welfare,"['B000490', 'C001049', 'C000984', 'G000410', 'G000551', 'L000397', 'M000312', 'Y000062']",8,9,0
hr269-115,hr,Families,[],0,1,0
hr1348-115,hr,Health,[],0,1,0
hr6951-115,hr,Environmental protection,"['A000370', 'B001270', 'B001281', 'B000490', 'B001296', 'B001227', 'B001286', 'B001251', 'C001072', 'C001066', 'C001067', 'C001049', 'D000096', 'D000216', 'D000627', 'F000455', 'G000553', 'G000551', 'H001050', 'H000324', 'J000032', 'J000298', 'J000294', 'J000126', 'J000288', 'K000385', 'L000586', 'L000551', 'L000287', 'L000397', 'M001143', 'M001137', 'M001160', 'M001196', 'N000147', 'P000604', 'Q000023', 'R000486', 'R000515', 'R000577', 'S001145', 'S001185', 'T000193', 'V000131', 'V000081', 'W000797', 'W000187', 'W000822']",48,49,0
hr7279-115,hr,Environmental protection,"['B001286', 'C000266', 'F000455', 'J000295', 'L000566', 'N000179']",6,7,0
hr893-115,hr,Government operations and politics,"['B001292', 'C001068', 'N000147', 'R000577', 'W000808']",5,6,0
hr34-115,hr,Crime and law enforcement,"['A000367', 'B001291', 'C001108', 'D000615', 'G000578', 'G000552', 'H001071']",7,8,0
hr2539-115,hr,Environmental protection,"['B001270', 'C001037', 'C001038', 'E000215', 'G000574', 'L000480', 'L000562', 'N000147', 'Q000023', 'R000602', 'S001145', 'S000510', 'S001175', 'S001201']",14,15,0
hr6199-115,hr,Taxation,"['K000188', 'M001188', 'P000594']",3,4,0
hr5378-115,hr,Environmental protection,[],0,1,0
hr2961-115,hr,Education,"['D000598', 'D000623', 'M001196', 'N000127', 'R000577', 'S000185', 'S001193', 'T000472', 'W000799']",9,10,0
hr4098-115,hr,"Science, technology, communications","['C001112', 'C001084', 'G000574', 'G000551', 'H000324', 'K000379', 'L000579', 'M001185', 'N000147', 'P000607', 'Q000023', 'S001193', 'T000472', 'W000797']",14,15,0
hr5976-115,hr,Education,"['B001300', 'D000623', 'L000579']",3,4,0
hr5516-115,hr,Taxation,"['B001287', 'B001304', 'C001038', 'D000617', 'D000624', 'K000382', 'S001156', 'S001150', 'S001200']",9,10,0
hr2733-115,hr,Armed forces and national security,"['B001292', 'B001227', 'C001068', 'D000624', 'H001047', 'K000381', 'L000570', 'M001193', 'M001185', 'M000312', 'N000179', 'N000127', 'R000583', 'R000515', 'S001191', 'S001196', 'S001187', 'T000463']",18,19,0
hr6393-115,hr,"Science, technology, communications",['F000449'],1,2,0
hr7241-115,hr,Government operations and politics,[],0,1,0
hr2501-115,hr,Health,"['B001303', 'C001101', 'D000619', 'D000623', 'D000625', 'E000296', 'F000466', 'G000574', 'H001078', 'K000389', 'K000391', 'K000382', 'M001193', 'M001180', 'M001189', 'M001195', 'M001160', 'N000188', 'P000597', 'P000611', 'R000582', 'R000395', 'R000577', 'S001170', 'S000480', 'T000470', 'T000463', 'W000812']",28,29,0
hr7073-115,hr,Immigration,"['A000375', 'B001291', 'B001299', 'B001269', 'B001302', 'B001274', 'B001248', 'C001096', 'D000616', 'D000615', 'G000578', 'G000552', 'G000565', 'H001071', 'L000589', 'M001201', 'M001195', 'N000190', 'O000168', 'P000599', 'R000575', 'R000607', 'S001172', 'S000583']",24,25,0
hr5724-115,hr,Health,['M001199'],1,2,0
hr1384-115,hr,Armed forces and national security,"['B001298', 'B001299', 'B001301', 'B000490', 'B000574', 'B001303', 'B001278', 'B001245', 'B001227', 'B001283', 'B001304', 'C001066', 'C001101', 'C001061', 'C001053', 'C001069', 'C001096', 'D000191', 'D000617', 'E000288', 'E000294', 'E000215', 'F000464', 'F000448', 'G000571', 'G000559', 'G000289', 'G000546', 'H001045', 'H001053', 'H001064', 'J000297', 'J000255', 'K000009', 'K000388', 'K000379', 'K000390', 'K000381', 'K000188', 'L000559', 'L000587', 'L000554', 'L000565', 'M001199', 'M001143', 'M000312', 'M001160', 'M001196', 'M001202', 'N000015', 'N000127', 'O000170', 'P000613', 'P000594', 'P000258', 'R000600', 'R000591', 'R000608', 'R000577', 'S001180', 'S000244', 'S001170', 'S001191', 'S001196', 'S001192', 'S001187', 'S001201', 'V000131', 'W000813', 'W000799', 'W000800', 'W000795', 'W000809', 'Y000062']",74,75,0
hr2165-115,hr,Transportation and public works,['M001157'],1,2,0
hr2959-115,hr,Health,[],0,1,0
hr5340-115,hr,Commerce,"['B001291', 'B001298', 'B001302', 'B001257', 'B001303', 'B001296', 'B001248', 'C001096', 'D000626', 'D000096', 'D000614', 'F000454', 'G000565', 'H001072', 'H001058', 'H001059', 'J000295', 'K000210', 'M001193', 'N000190', 'P000608', 'R000515', 'S001201', 'V000081', 'W000822']",25,26,0
hr4292-115,hr,Finance and financial sector,"['M000087', 'R000487', 'S001191']",3,4,0
hr5172-115,hr,Native Americans,['P000588'],1,2,0
hr3285-115,hr,Finance and financial sector,"['C001111', 'C001107', 'H001045', 'H000324', 'J000299', 'L000397', 'N000188', 'P000601', 'P000034', 'P000096', 'P000604', 'S001165', 'W000822']",13,14,0
hr2357-115,hr,Finance and financial sector,[],0,1,0
hr3043-115,hr,Energy,[],0,1,0
hr2191-115,hr,Transportation and public works,"['B001260', 'G000581', 'N000015']",3,4,0
hr6531-115,hr,Finance and financial sector,"['G000559', 'J000032', 'J000298', 'J000288', 'K000009', 'N000147']",6,7,0
hr4266-115,hr,Public lands and natural resources,['P000597'],1,2,0
hr635-115,hr,Health,"['B000574', 'C001080', 'C001084', 'C001101', 'C001068', 'C000714', 'D000197', 'D000216', 'D000610', 'D000482', 'E000288', 'E000179', 'F000462', 'G000559', 'G000551', 'H001068', 'K000390', 'K000391', 'L000559', 'L000287', 'L000579', 'M001163', 'M001143', 'M001160', 'N000179', 'N000147', 'P000096', 'P000597', 'P000607', 'P000598', 'Q000023', 'R000608', 'S001168', 'S001150', 'S000185', 'S000344', 'T000472', 'T000469', 'W000797', 'Y000062']",40,41,0
hr1714-115,hr,Commerce,[],0,1,0
hr5186-115,hr,Crime and law enforcement,[],0,1,0
hr407-115,hr,Taxation,"['B001243', 'B001274', 'B001248', 'C000266', 'D000615', 'G000552', 'H001059', 'I000056', 'L000564', 'M001198', 'P000601', 'P000606', 'R000604', 'S001192', 'W000795']",15,16,0
hr4054-115,hr,Health,[],0,1,0
hr1526-115,hr,Transportation and public works,['J000255'],1,2,0
hr4868-115,hr,Public lands and natural resources,[],0,1,0
hr3271-115,hr,Health,"['B001257', 'B001284', 'B001275', 'C001106', 'D000619', 'G000558', 'J000292', 'L000576', 'R000585', 'R000580', 'T000470', 'W000813']",12,13,0
hr6703-115,hr,Health,"['B001297', 'G000289', 'G000565', 'L000589', 'N000189', 'N000190']",6,7,0
hr4430-115,hr,Government operations and politics,"['C001066', 'G000410', 'O000168']",3,4,0
hr1142-115,hr,Armed forces and national security,"['B001273', 'B001243', 'C001068', 'C000754', 'C001048', 'D000616', 'F000459', 'R000582']",8,9,0
hr3615-115,hr,Health,[],0,1,0
hr6367-115,hr,Commerce,"['G000582', 'K000388', 'V000081']",3,4,0
hr6969-115,hr,Taxation,['W000813'],1,2,0
hr3427-115,hr,Government operations and politics,"['J000289', 'K000389', 'L000397', 'Y000063']",4,5,0
hr6155-115,hr,Finance and financial sector,[],0,1,0
hr7087-115,hr,Environmental protection,"['D000482', 'R000577']",2,3,0
hr4602-115,hr,Education,[],0,1,0
hr251-115,hr,Commerce,[],0,1,0
hr1370-115,hr,Crime and law enforcement,"['D000625', 'F000466', 'H001077', 'K000386', 'K000375', 'N000184', 'T000193', 'V000132']",8,9,1
hr2368-115,hr,Health,"['B001302', 'M001195', 'S000051', 'S001191', 'S001199']",5,6,0
hr5971-115,hr,Crime and law enforcement,[],0,1,0
hr3088-115,hr,Labor and employment,"['B001300', 'B001284', 'H001067', 'K000381', 'O000171', 'R000577', 'S001196']",7,8,0
hr2966-115,hr,International affairs,"['C001068', 'M001160']",2,3,0
hr5529-115,hr,Public lands and natural resources,['M001143'],1,2,0
hr894-115,hr,Taxation,['N000184'],1,2,0
hr33-115,hr,Government operations and politics,"['C001063', 'C001107', 'G000289', 'G000546', 'H001059', 'K000388', 'K000362', 'K000387', 'L000584', 'L000569', 'M001179', 'R000600', 'S000250', 'S001199', 'S001187', 'T000470']",16,17,0
hr1189-115,hr,Agriculture and food,['B001227'],1,2,0
hr6956-115,hr,Congress,"['A000371', 'B001298', 'B001292', 'B001278', 'C001111', 'D000610', 'E000296', 'K000389', 'K000381', 'L000586', 'P000613', 'R000602', 'S000185', 'T000465', 'V000129', 'V000131', 'W000800']",17,18,0
hr3418-115,hr,Families,"['B001270', 'F000448', 'L000559', 'M001160', 'S001187']",5,6,0
hr6358-115,hr,Crime and law enforcement,"['C001037', 'C001090', 'C001084', 'C001068', 'C001111', 'D000623', 'E000215', 'E000293', 'G000551', 'H001050', 'H001038', 'K000385', 'K000389', 'K000381', 'L000579', 'L000562', 'M001185', 'M000312', 'N000002', 'N000147', 'P000034', 'P000608', 'Q000023', 'R000602', 'S001145', 'S001190', 'S001175', 'T000472', 'W000797']",29,30,0
hr1941-115,hr,Immigration,[],0,1,0
hr860-115,hr,Health,"['B001243', 'C001068', 'C001096', 'D000616', 'F000449', 'G000581', 'G000568', 'J000290', 'R000582', 'R000435', 'T000470']",11,12,0
hr438-115,hr,Environmental protection,['H001048'],1,2,0
hr5985-115,hr,Health,"['B001282', 'C001066', 'C001107', 'D000627', 'H001038', 'K000386', 'M001158', 'R000602', 'R000593', 'T000463', 'W000800']",11,12,0
hr1519-115,hr,Health,"['B001269', 'B001300', 'C001092', 'D000191', 'D000197', 'L000397', 'M001181', 'R000577', 'S001191', 'T000460', 'Y000066']",11,12,0
hr4857-115,hr,Taxation,"['C001062', 'D000615', 'H001045', 'J000174', 'M001180', 'P000601']",6,7,0
hr4259-115,hr,Health,[],0,1,0
hr3840-115,hr,Education,"['C001107', 'D000191', 'K000210', 'L000584', 'M001193', 'N000127', 'S001191']",7,8,0
hr2992-115,hr,Education,"['C001097', 'C001080', 'D000197', 'J000032', 'L000551', 'L000397', 'L000580', 'L000570', 'P000593']",9,10,0
hr2932-115,hr,Foreign trade and international finance,"['C000714', 'D000191', 'G000551', 'K000389', 'M001143', 'M000312', 'P000607', 'S001145', 'S000480']",9,10,0
hr5925-115,hr,Crime and law enforcement,"['C001078', 'C000984', 'M001187']",3,4,0
hr5119-115,hr,Education,"['P000598', 'R000608', 'R000577', 'S001157', 'S001193']",5,6,0
hr498-115,hr,International affairs,['W000800'],1,2,0
hr67-115,hr,Social welfare,[],0,1,0
hr2758-115,hr,Armed forces and national security,[],0,1,0
hr7018-115,hr,Public lands and natural resources,[],0,1,0
hr834-115,hr,Armed forces and national security,"['R000515', 'W000808']",2,3,0
hr93-115,hr,Armed forces and national security,"['B001300', 'C001072', 'C001090', 'D000191', 'H000324', 'H001047', 'K000382', 'L000560', 'L000586', 'L000397', 'L000562', 'M000312', 'M001160', 'O000171', 'O000170', 'P000096', 'P000604', 'P000597', 'R000576', 'S001180', 'S001165', 'S001201', 'T000460', 'T000465', 'V000081']",25,26,0
hr1129-115,hr,Immigration,[],0,1,0
hr1915-115,hr,Commerce,"['C001080', 'E000296', 'L000586']",3,4,0
hr5589-115,hr,International affairs,[],0,1,0
hr6902-115,hr,Crime and law enforcement,['E000215'],1,2,0
hr4669-115,hr,Crime and law enforcement,['J000255'],1,2,0
hr3814-115,hr,Transportation and public works,"['C001101', 'C001105', 'C001107', 'D000620', 'E000293', 'E000296', 'P000611', 'R000602', 'R000487', 'S000244', 'S001170', 'S001191', 'S001196', 'T000463', 'W000814']",15,16,0
hr3028-115,hr,Armed forces and national security,[],0,1,0
hr4803-115,hr,Taxation,"['D000625', 'F000464', 'F000372', 'G000559', 'G000583', 'H001059', 'K000210', 'L000554', 'M001143', 'R000606', 'R000576', 'S000522', 'S001196', 'Z000017']",14,15,0
hr6768-115,hr,Environmental protection,"['B001300', 'C001090', 'G000574', 'G000551', 'M001160', 'N000147', 'P000604', 'Q000023', 'W000797']",9,10,0
hr5770-115,hr,Health,[],0,1,0
hr7027-115,hr,Crime and law enforcement,[],0,1,0
hr2555-115,hr,Armed forces and national security,['S001191'],1,2,0
hr3487-115,hr,Law,['S000583'],1,2,0
hr7215-115,hr,Government operations and politics,[],0,1,0
hr2767-115,hr,Commerce,[],0,1,0
hr58-115,hr,Emergency management,"['L000551', 'P000604']",2,3,0
hr4490-115,hr,Environmental protection,"['B001300', 'C001078', 'E000288', 'E000215', 'E000296', 'H001050', 'H001068', 'K000389', 'L000551', 'L000397', 'L000579', 'M000312', 'M001166', 'N000147', 'P000613', 'P000607', 'P000598', 'Q000023', 'S000480', 'T000469', 'T000465', 'V000131', 'W000799']",23,24,0
hr5542-115,hr,Transportation and public works,"['C001038', 'E000179', 'E000297', 'N000002', 'S000248', 'S001165']",6,7,0
hr2303-115,hr,Education,"['C001090', 'C001080', 'C001068', 'F000460', 'F000454', 'G000574', 'G000535', 'K000381', 'L000551', 'R000608']",10,11,0
hr1586-115,hr,Health,[],0,1,0
hr5126-115,hr,International affairs,"['M001199', 'M001137', 'P000613', 'P000606', 'P000592', 'R000608', 'S001196', 'W000814']",8,9,0
hr5314-115,hr,Armed forces and national security,"['C001078', 'D000191', 'D000610', 'E000215', 'G000551', 'H001064', 'J000126', 'J000255', 'K000385', 'K000380', 'K000381', 'K000188', 'L000565', 'L000580', 'M000312', 'N000179', 'N000015', 'O000170', 'P000608', 'P000597', 'R000515', 'R000577', 'W000808']",23,24,0
hr695-115,hr,Economics and public finance,"['B001282', 'B001281', 'B001293', 'B001296', 'B001284', 'B001285', 'C001072', 'C001090', 'C001084', 'C001078', 'C000714', 'C001106', 'D000623', 'D000624', 'D000533', 'F000449', 'F000448', 'J000032', 'K000379', 'K000380', 'L000559', 'L000582', 'M001143', 'M001189', 'M001194', 'M001202', 'P000601', 'P000594', 'P000604', 'P000597', 'R000601', 'R000435', 'S000244', 'S001170', 'S001200', 'S001193', 'T000472', 'T000470', 'T000475', 'V000132', 'W000812', 'W000798', 'W000813', 'W000800', 'W000795', 'Y000066']",46,47,0
hr6591-115,hr,Government operations and politics,"['B001257', 'B001260', 'C001066', 'C001111', 'C001107', 'D000621', 'D000610', 'D000600', 'D000628', 'F000462', 'G000578', 'H000324', 'L000586', 'M001199', 'M001202', 'P000599', 'R000607', 'R000583', 'R000435', 'R000593', 'R000609', 'S001200', 'W000797', 'W000806', 'W000808', 'Y000065']",26,27,0
hr2131-115,hr,Government operations and politics,['M001157'],1,2,0
hr6757-115,hr,Taxation,"['B001293', 'B001273', 'B001243', 'B000755', 'B001260', 'C001105', 'C001107', 'E000298', 'H001072', 'H001065', 'J000290', 'J000174', 'L000585', 'M001158', 'M001201', 'N000184', 'N000181', 'P000594', 'R000585', 'R000578', 'R000586', 'R000597', 'R000580', 'S001183', 'S000250', 'S001172', 'S001195', 'W000813', 'W000815']",29,30,0
hr3225-115,hr,Native Americans,['W000791'],1,2,0
hr1572-115,hr,Energy,['M001190'],1,2,0
hr4000-115,hr,Taxation,[],0,1,0
hr453-115,hr,Environmental protection,"['B001293', 'C001096', 'D000616', 'E000294', 'G000289', 'G000546', 'G000576', 'H001045', 'H001067', 'J000255', 'K000188', 'L000587', 'L000565', 'L000576', 'L000569', 'N000127', 'O000171', 'P000594', 'S000244', 'S001195', 'S001187']",21,22,0
hr1740-115,hr,Emergency management,"['A000370', 'B000574', 'B001296', 'B001304', 'C001084', 'C001105', 'C001107', 'D000625', 'E000296', 'F000464', 'F000466', 'F000462', 'H000324', 'J000294', 'K000386', 'L000567', 'M001185', 'M001199', 'M001202', 'N000188', 'P000593', 'P000608', 'P000597', 'R000608', 'S001145', 'S001190', 'S001170', 'S001191', 'S001165', 'S000480', 'T000478', 'T000468', 'T000469', 'V000130', 'V000081']",35,36,0
hr661-115,hr,Health,"['H001045', 'J000255']",2,3,0
hr4232-115,hr,"Science, technology, communications","['B001286', 'H001068', 'N000127', 'O000171', 'O000170', 'P000597', 'P000598', 'R000395', 'S001196', 'T000470']",10,11,0
hr6565-115,hr,Commerce,[],0,1,0
hr3017-115,hr,Environmental protection,"['E000293', 'K000386', 'P000034', 'S000364', 'T000469', 'W000791']",6,7,0
hr1324-115,hr,"Science, technology, communications",[],0,1,0
hr205-115,hr,Agriculture and food,"['D000191', 'T000460', 'Z000017']",3,4,0
hr4656-115,hr,Environmental protection,"['B001278', 'H001068', 'K000381', 'M001196', 'T000460']",5,6,0
hr5784-115,hr,Government operations and politics,"['D000614', 'G000579', 'G000576', 'K000188', 'P000607', 'R000570', 'S000244']",7,8,1
hr6101-115,hr,Armed forces and national security,"['B001296', 'B001304', 'S000522']",3,4,0
hr3473-115,hr,Health,"['B001301', 'B000574', 'C001067', 'C001053', 'D000624', 'E000288', 'G000579', 'I000056', 'J000255', 'K000390', 'L000580', 'M001143', 'M001160', 'M001190', 'N000179', 'N000184', 'O000171', 'P000598', 'R000600', 'R000608', 'R000599', 'S000248', 'S000480', 'S001200', 'T000193', 'T000474', 'W000799', 'W000187']",28,29,0
